created_at,city,retweet_count,favorite_count,followers_count,friends_count,listed_count,favorites_count,statuses_count,text,negative,neutral,positive,compound
2020-10-07 19:07:18-06:00,cheyenne,0,1,1582,2295,1,128079,11686,"Any description of ""small and socially distant"" should be made about a height-challanged nerd, not an audience for a VP debate. 

#mugclub",0.095,0.905,0.0,-0.296
2020-10-07 19:06:55-06:00,cheyenne,0,0,22,345,0,10608,992,Why do we get in relationships if we always know there's such a high chance of it breaking your heart?,0.0,0.905,0.095,0.25
2020-10-07 19:06:40-06:00,cheyenne,0,0,621,1259,1,51889,15194,    If your god is Baal..,0.0,0.656,0.344,0.2732
2020-10-07 19:05:32-06:00,cheyenne,0,0,128,464,4,42,1556, You’re “the media.” Don’t accuse him.,0.265,0.735,0.0,-0.2023
2020-10-07 19:01:59-06:00,cheyenne,0,1,129,62,2,1598,1055,Kim does so much to help us and our SA. ,0.0,0.752,0.248,0.4522
2020-10-07 19:01:32-06:00,cheyenne,0,0,4,41,0,18,102, Did I win. ???,0.0,0.409,0.591,0.6531
2020-10-07 19:00:55-06:00,cheyenne,0,0,3,117,0,3284,1392, Tonight is going to be a gold mine for dem strategists in 2024,0.0,1.0,0.0,0.0
2020-10-07 19:00:18-06:00,cheyenne,0,0,16,206,0,228,1382, At least Ahsoka had proper training unlike Rey.,0.0,1.0,0.0,0.0
2020-10-07 19:00:00-06:00,cheyenne,0,0,144,226,2,1430,1001,Have you recently had a baby?  Share your journey if you receive a PRAMS survey in the mail – it will help us guide… ,0.0,0.818,0.182,0.5994
2020-10-07 18:59:57-06:00,cheyenne,1,1,1580,2293,1,128054,11675,"Kamala is ok in debates despite her arrogant demeanor, until her opponent demonstrates superior logic.

Then her de… ",0.0,0.643,0.357,0.8089
2020-10-07 18:59:06-06:00,cheyenne,0,0,3,117,0,3284,1392,  You need to read more books and spend less time spouting bullshit Trump ball washing comments.,0.191,0.809,0.0,-0.5478
2020-10-07 18:58:58-06:00,cheyenne,0,0,4,41,0,18,102, Whacko !!!,0.0,1.0,0.0,0.0
2020-10-07 18:56:49-06:00,cheyenne,0,0,3,117,0,3284,1392,  Racist bullshit lies are so 1860.,0.779,0.221,0.0,-0.891
2020-10-07 18:53:13-06:00,cheyenne,0,0,336,855,4,22453,22682," FUCK YEAH, PATTI",0.522,0.149,0.328,-0.3182
2020-10-07 18:51:16-06:00,cheyenne,0,1,177,96,0,14652,2602, I'm not very good with money... Is 6 Trillion dollars a lot?,0.193,0.807,0.0,-0.3865
2020-10-07 18:49:51-06:00,cheyenne,0,0,492,767,3,9833,5902, Fuck the rays.,0.636,0.364,0.0,-0.5423
2020-10-07 18:49:50-06:00,cheyenne,0,0,0,517,5,105,9707,Bum arm Tanaka. Your time in mlb is done. The league got you figured out.,0.0,1.0,0.0,0.0
2020-10-07 18:45:05-06:00,cheyenne,0,0,185,261,1,1823,1483,Woke iPhone Commercial  via ,0.0,1.0,0.0,0.0
2020-10-07 18:44:23-06:00,cheyenne,0,1,14736,534,34,270,33793, Coffee!,0.0,1.0,0.0,0.0
2020-10-07 18:43:54-06:00,cheyenne,0,0,31,95,0,159,35, Sending love and prayers!,0.0,0.4,0.6,0.6696
2020-10-07 18:41:57-06:00,cheyenne,0,0,226,939,2,95976,37565, I T ' S  T I M E  F O R  V O R E,0.0,1.0,0.0,0.0
2020-10-07 18:40:50-06:00,cheyenne,0,0,123,23,1,0,85910,"We're hiring! Concrete Finishers Apply:  Concretejobs Cheyenne, WY",0.0,1.0,0.0,0.0
2020-10-07 18:40:07-06:00,cheyenne,0,0,434,616,8,16715,46380, Boy I turn 24 this month I’m the old one here,0.0,1.0,0.0,0.0
2020-10-07 18:39:52-06:00,cheyenne,0,0,434,616,8,16715,46380,  Oh cobra Kai. I think we’ve reached max guest capacity,0.0,0.865,0.135,0.1027
2020-10-07 18:36:57-06:00,cheyenne,0,0,148,389,1,816,2446,"These #pumpkin seed tortilla chips definitely pair well with spicy guacamole!  😋 

#pumpkinseason ",0.0,0.719,0.281,0.6239
2020-10-07 18:36:25-06:00,cheyenne,0,0,226,939,2,95976,37565," I know this isn't really related, but this like totally reminds me of the time my parents' dog ate fifteen hamburger buns.",0.0,0.846,0.154,0.5876
2020-10-07 18:35:48-06:00,cheyenne,0,0,177,96,0,14652,2602, The CIA is who they were appeasing. We often lose track of who the true enemy is... The us vs. them d… ,0.214,0.621,0.166,-0.34
2020-10-07 18:35:15-06:00,cheyenne,0,0,11,576,1,19756,3675," Is it still called Slam Diego, New York?",0.271,0.729,0.0,-0.3818
2020-10-07 18:35:11-06:00,cheyenne,1,1,160,214,0,2750,7517,This is the correct length of shorts for  * ,0.0,1.0,0.0,0.0
2020-10-07 18:32:44-06:00,cheyenne,0,0,177,97,1,5082,1367,i woulda been beat his ass tf😂 ,0.297,0.495,0.209,-0.1531
2020-10-07 18:31:58-06:00,cheyenne,0,0,115,675,0,2646,1683, welcome,0.0,0.0,1.0,0.4588
2020-10-07 18:29:42-06:00,cheyenne,0,0,210,517,6,2231,7369, OMG! I accidentally saw Amy Shumer naked! Someone poke out my mind's eye! #VoteInformedNotNaked,0.201,0.799,0.0,-0.5067
2020-10-07 18:29:23-06:00,cheyenne,0,1,185,261,1,1823,1483,TRUTH ha!!! ,0.0,0.204,0.796,0.6006
2020-10-07 18:29:22-06:00,cheyenne,0,1,434,616,8,16715,46380, Boy of you improving that’s all that matters ,0.0,0.606,0.394,0.4404
2020-10-07 18:27:23-06:00,cheyenne,0,0,61,160,0,564,5721,I just don’t wanna be sick anymore 🤢🤒,0.231,0.769,0.0,-0.5106
2020-10-07 18:25:28-06:00,cheyenne,0,1,2700,1449,45,79891,91140,   For sure man I would be down with a rematch lol,0.0,0.638,0.362,0.6249
2020-10-07 18:25:23-06:00,cheyenne,0,0,336,855,4,22453,22682,"She's a little short tempered, but she knows what she wants and GOES FOR IT. ",0.0,1.0,0.0,0.0
2020-10-07 18:24:35-06:00,cheyenne,0,0,160,214,0,2750,7517,Currently watching my pregnant husband and I can’t stop thinking about Matt James,0.155,0.845,0.0,-0.296
2020-10-07 18:23:47-06:00,cheyenne,0,1,434,616,8,16715,46380, I’ve been meaning to do mine but I’m lazy as hell,0.517,0.483,0.0,-0.8922
2020-10-07 18:22:53-06:00,cheyenne,0,0,336,855,4,22453,22682,  I'm gonna have to save up! I forgot you were on Cameo!,0.0,0.744,0.256,0.5837
2020-10-07 18:22:37-06:00,cheyenne,0,0,492,767,3,9833,5902," We can’t let opportunities like that slip away, dammit",0.0,0.579,0.421,0.6249
2020-10-07 18:22:36-06:00,cheyenne,0,0,2700,1449,45,79891,91140,   I personally don't think so. That's just my opinion.  If they fought 10 times… ,0.15,0.85,0.0,-0.3182
2020-10-07 18:22:09-06:00,cheyenne,0,0,106,326,0,11564,1194,Hoodie shaun just got a suga momma🥰😅#ps5secured,0.0,0.718,0.282,0.6705
2020-10-07 18:20:57-06:00,cheyenne,0,2,439,582,14,5224,7205,Yes. We. Do! ,0.0,0.401,0.599,0.4574
2020-10-07 18:20:49-06:00,cheyenne,0,0,106,326,0,11564,1194, The last 3 are fs the toughest😩 ,0.327,0.673,0.0,-0.34
2020-10-07 18:19:55-06:00,cheyenne,1,1,139,122,1,58756,5110,"  He is doing an ad for Regeneron, for sure. He owns stock in the company. Also, they tested hi… ",0.0,0.887,0.113,0.3182
2020-10-07 18:19:46-06:00,cheyenne,0,1,1580,2293,1,128054,11675,"Clicked onto a  YouTube video about Facebook banning QAnon sites, and the ""context"" YouTube provided w… ",0.0,1.0,0.0,0.0
2020-10-07 18:19:43-06:00,cheyenne,0,1,17,135,0,1024,912,Jane Fonda AKA Hanoi Jane said tonight President Trump getting COVID19 was a gift to the left! You POS! May karma bite you in the ass!,0.14,0.767,0.093,-0.3561
2020-10-07 18:19:06-06:00,cheyenne,0,0,106,326,0,11564,1194, The word “no” wouldn’t have made it out my mouth before gettin snatched outta my body😂😭,0.168,0.705,0.128,-0.0516
2020-10-07 18:19:03-06:00,cheyenne,0,1,365,377,2,3742,2071,  I don’t even know u,0.0,1.0,0.0,0.0
2020-10-07 18:18:42-06:00,cheyenne,0,0,2700,1449,45,79891,91140,   It really was just a stand up type of fight. Tony's type of gritty fight. From… ,0.271,0.729,0.0,-0.6369
2020-10-07 18:18:22-06:00,cheyenne,0,3,3176,1444,10,17892,10055,Do you ever put money down on an adopt auction but then later realize you dont reeeally want that character anymore… ,0.061,0.876,0.062,0.0044
2020-10-07 18:17:52-06:00,cheyenne,0,1,336,855,4,22453,22682, Also this. ,0.0,1.0,0.0,0.0
2020-10-07 18:17:41-06:00,cheyenne,0,0,106,326,0,11564,1194,  No he didn’t,0.524,0.476,0.0,-0.296
2020-10-07 18:17:01-06:00,cheyenne,0,0,336,855,4,22453,22682," Honestly? Gentle Criminal and La Brava vs Deku.

Gentle's Quirk was honestly pretty unique and the way h… ",0.119,0.456,0.425,0.8271
2020-10-07 18:16:38-06:00,cheyenne,0,0,187,406,1,104053,19048, Midwest American mutt of mostly German/Irish with a whole lot of ancestor seasoning: potatoes.  All the be… ,0.0,1.0,0.0,0.0
2020-10-07 18:15:06-06:00,cheyenne,0,0,187,406,1,104053,19048,"Embracing the Queer community was the first step in embracing me as me: bi, and ok being being me ",0.0,0.891,0.109,0.296
2020-10-07 18:14:04-06:00,cheyenne,0,0,64,86,0,289,287,758 lb pumpkin to take off the truck. No problem. ,0.0,0.799,0.201,0.3089
2020-10-07 18:11:33-06:00,cheyenne,0,0,21,146,0,4278,291," Arguably, Raccoons are cuter.  
And easier to get out of your basement, too.",0.11,0.552,0.337,0.6249
2020-10-07 18:11:06-06:00,cheyenne,0,0,208,509,4,5404,4116,  Why? Seems like a 1% nerf on single target damage... call me old fashioned but I really like… ,0.106,0.806,0.088,-0.09
2020-10-07 18:10:43-06:00,cheyenne,0,0,28,359,0,1527,117," Congrats! As a lifelong Bronco fan and UW alum, I couldn’t be happier for ya! Well deserved",0.0,0.525,0.475,0.8953
2020-10-07 18:10:38-06:00,cheyenne,0,1,2700,1449,45,79891,91140,  Gaethje already pieced you up. Move along,0.0,1.0,0.0,0.0
2020-10-07 18:09:08-06:00,cheyenne,0,0,1580,2293,1,128054,11675,"If Kamala was really confident of a dem victory, wouldn't she have vacated her senate seat?
#VPDebate2020",0.0,0.821,0.179,0.5413
2020-10-07 18:08:22-06:00,cheyenne,0,3,14750,12751,24,5797,9034,Their* smh,0.697,0.303,0.0,-0.3182
2020-10-07 18:08:12-06:00,cheyenne,0,8,14750,12751,24,5797,9034,They wanna use scripture and prove there point but won’t explain the Bible says to be of one mind and spirit. That ain’t one mind people,0.0,0.924,0.076,0.2617
2020-10-07 18:05:44-06:00,cheyenne,0,1,22,345,0,10608,992, WAS NOT EXPECTING THE LAUGH THAT JUST CAME OUT OF ME TO POP OFF LIKE THAT,0.151,0.721,0.129,-0.1088
2020-10-07 18:04:52-06:00,cheyenne,0,0,226,939,2,95976,37565, My face was literally just like 😐.,0.0,0.737,0.263,0.3612
2020-10-07 18:04:45-06:00,cheyenne,4,24,14750,12751,24,5797,9034,Denominations are an utter mess for the church. It’s completely divided us ,0.202,0.798,0.0,-0.4201
2020-10-07 18:04:41-06:00,cheyenne,0,0,48,74,0,153,925, What could be funnier?,0.0,0.526,0.474,0.4019
2020-10-07 18:02:47-06:00,cheyenne,0,0,81,394,0,1150,4612,Does sleeping next to someone count as spending time with them? Inquiring minds want to know.,0.0,0.92,0.08,0.0772
2020-10-07 18:00:37-06:00,cheyenne,0,1,81,394,0,1150,4612,"“StOp gEtTiNg aN aTtItUdE wItH mE.” Bitch, you’re not my fucking dad. Telling me I have an attitude when I don’t fu… ",0.153,0.847,0.0,-0.5859
2020-10-07 18:00:02-06:00,cheyenne,0,0,144,226,2,1430,1001,"Sign up to receive the latest Wyoming Department of Health news! Just enter your email address, then click ""submit""… ",0.0,1.0,0.0,0.0
2020-10-07 17:59:40-06:00,cheyenne,0,0,336,855,4,22453,22682,"""Because you're my friend.""

",0.0,0.484,0.516,0.4939
2020-10-07 17:59:38-06:00,cheyenne,0,1,434,616,8,16715,46380, THE GLOW UP 💜,0.0,1.0,0.0,0.0
2020-10-07 17:58:28-06:00,cheyenne,0,0,187,406,1,104053,19048, 4 mill in life insurance/umbrella ins is what they're betting on,0.0,1.0,0.0,0.0
2020-10-07 17:55:57-06:00,cheyenne,0,1,2700,1449,45,79891,91140, If I could go back in time at any time betting wise I would have dropped some money on Holm over Rousey.  Huge underdog play,0.0,0.738,0.262,0.7783
2020-10-07 17:55:42-06:00,cheyenne,0,0,0,517,5,105,9707,Imagine if the internet was shut down. How many people would commit suicide?,0.254,0.621,0.124,-0.5106
2020-10-07 17:54:25-06:00,cheyenne,0,7,187,406,1,104053,19048,    She didn't want to go home *with two men that are practically str… ,0.092,0.908,0.0,-0.0572
2020-10-07 17:53:01-06:00,cheyenne,0,0,3699,279,208,37,37127,Wyoming Deputy Program manager receives national recognition for innovation at Driver Services. ,0.0,0.809,0.191,0.3818
2020-10-07 17:52:54-06:00,cheyenne,0,0,2700,1449,45,79891,91140, Haha I don't either. Probably would have been a decent profit with that bet.  Who knows man,0.0,0.718,0.282,0.7096
2020-10-07 17:52:16-06:00,cheyenne,0,1,14,57,1,48,59,   Yes they are!,0.0,0.401,0.599,0.4574
2020-10-07 17:50:11-06:00,cheyenne,0,2,365,377,2,3742,2071," Yoo Travis I lost my 4s at your last concert, could ya hook it up?",0.141,0.859,0.0,-0.3182
2020-10-07 17:49:32-06:00,cheyenne,0,0,31,90,0,4908,5710, Dammit! So close to two minutes without coughing. Maybe fewer pointless tangents next time.,0.0,1.0,0.0,0.0
2020-10-07 17:49:12-06:00,cheyenne,0,0,48,74,0,153,925,  “We have strict orders from the higher ups to use the word malarkey in any promotional twee… ,0.0,1.0,0.0,0.0
2020-10-07 17:47:49-06:00,cheyenne,0,0,2700,1449,45,79891,91140, The shade the ufc account is throwing is super obvious haha,0.0,0.566,0.434,0.7845
2020-10-07 17:47:12-06:00,cheyenne,0,0,587,399,3,4477,4101, Scab won’t stop screaming!!!,0.739,0.261,0.0,-0.6884
2020-10-07 19:39:37-06:00,cheyenne,0,0,523,1038,1,5300,10521,I wish we could rewind time to re live some good ass memories..,0.183,0.524,0.293,0.2732
2020-10-07 19:39:16-06:00,cheyenne,0,0,1582,2295,1,128079,11686,"""If you have heart disease, diabetes, breast cancer, they're coming for you."" Kamala in a randomly idiotic wrap up.

Rattled.",0.308,0.692,0.0,-0.8402
2020-10-07 19:39:10-06:00,cheyenne,0,0,840,1218,1,14781,7970," January 20, 2017. When a wannabe fascist dictator took office.",0.286,0.714,0.0,-0.5574
2020-10-07 19:38:47-06:00,cheyenne,0,0,2700,1449,45,79896,91143,    Justin kept it standing cause that's what Justin does haha and u know… ,0.0,0.8,0.2,0.4588
2020-10-07 19:38:33-06:00,cheyenne,0,0,632,257,27,259,79710,Ugh my pain level today is off the charts compared to the last two days. Surgery recovery sucks!,0.372,0.628,0.0,-0.8356
2020-10-07 19:38:25-06:00,cheyenne,0,0,177,1072,0,9740,4509,"The alternative facts side just said ""you aren't entitled to your own facts."" Jeeeeeezzzz.",0.122,0.878,0.0,-0.2057
2020-10-07 19:38:20-06:00,cheyenne,0,0,523,1038,1,5300,10521,Can’t believe we used to run around Cheyenne playing fugitive like it was no biggie. Hiding under cars and running… ,0.09,0.656,0.254,0.4567
2020-10-07 19:37:08-06:00,cheyenne,0,4,230,935,4,1239,3152,Why does Pence look like a walking cadaver? #debate,0.0,0.762,0.238,0.3612
2020-10-07 19:37:03-06:00,cheyenne,0,1,1582,2295,1,128079,11686,"Pence just demolished Kamala on Biden's promise to raise taxes. 

She's cornered and looking mad and mean. With not… ",0.225,0.678,0.097,-0.4588
2020-10-07 19:36:54-06:00,cheyenne,1,1,77,2,0,1,11,"✨”HOMECOMING” WEEK✨
ACTIVITIES📌
Mon- Hall Decorating (enrichment)
Tue- Hall Decorating (enrichment)
• Dodgeball @ 7… ",0.0,0.874,0.126,0.3182
2020-10-07 19:36:35-06:00,cheyenne,1,1,77,2,0,1,11,"✨”HOMECOMING” WEEK✨
SPIRIT DAYS😇:
Mon- College Day📚
Tue- Decade Day⏰🌟
Wed- Country Day 🤠
Thurs- Formal Day👗👔
Fri- C… ",0.061,0.741,0.198,0.6523
2020-10-07 19:36:19-06:00,cheyenne,0,0,2700,1449,45,79896,91143, Ya man if I watch TV that's basically all I watch. Shit I'm ok with watching the early ones like in 2008,0.132,0.696,0.172,0.0258
2020-10-07 19:36:10-06:00,cheyenne,0,0,15594,300,175,69,11539,"Bitcoin, Ether, and XRP Weekly Market Update October 5, 2020  #cryptocurrency #markethive ",0.0,1.0,0.0,0.0
2020-10-07 19:35:20-06:00,cheyenne,0,1,336,855,4,22461,22688,This is actually kind of hilarious ,0.0,0.675,0.325,0.3415
2020-10-07 19:35:10-06:00,cheyenne,0,0,2700,1449,45,79896,91143, Would be worth if they offered a chance to meet Fitzmagic,0.0,0.698,0.302,0.4404
2020-10-07 19:34:40-06:00,cheyenne,0,0,365,377,2,3743,2072, Glad to hear💙,0.0,0.571,0.429,0.4588
2020-10-07 19:34:25-06:00,cheyenne,0,1,302,643,0,10930,9005, Both?,0.0,1.0,0.0,0.0
2020-10-07 19:34:24-06:00,cheyenne,0,0,177,1072,0,9740,4509,"""Spared no expense."" then the dinosaurs eat your lawyer.",0.216,0.784,0.0,-0.296
2020-10-07 19:34:11-06:00,cheyenne,0,0,185,261,1,1826,1489, Too much of a compliment more like Nasty and Trashy,0.231,0.417,0.351,0.2534
2020-10-07 19:34:06-06:00,cheyenne,0,1,10,288,0,40,78, 😱😍 thats sick,0.503,0.331,0.166,-0.7269
2020-10-07 19:33:44-06:00,cheyenne,0,0,127,700,1,16599,4765,you ever be too nervous to open a text  :(,0.385,0.615,0.0,-0.6124
2020-10-07 19:33:34-06:00,cheyenne,0,0,185,261,1,1826,1489, Her followers are just like her nasty and trashy they won’t be offended,0.309,0.552,0.138,-0.4767
2020-10-07 19:33:31-06:00,cheyenne,0,0,2673,2637,29,58100,40341, omgosh she's doin so well!! 👍🏻 😉 Yay for #BidenHarris2020 #BidenHarrisLandslide2020 #VoteBidenHarris2020… ,0.0,0.69,0.31,0.7734
2020-10-07 19:31:50-06:00,cheyenne,0,0,226,940,2,96006,37569,Mike Penis,0.0,1.0,0.0,0.0
2020-10-07 19:31:39-06:00,cheyenne,1,0,10185,444,378,424,13793,"Students at two Cheyenne elementary schools have tested positive for COVID-19, according to Laramie County School D… ",0.0,0.816,0.184,0.5574
2020-10-07 19:31:33-06:00,cheyenne,0,0,226,940,2,96006,37569,I have not been paying attention to shit!,0.357,0.643,0.0,-0.5983
2020-10-07 19:31:15-06:00,cheyenne,0,0,336,855,4,22461,22688,SHINY HIP HOP FROG ,0.0,1.0,0.0,0.0
2020-10-07 19:31:15-06:00,cheyenne,0,0,185,261,1,1826,1489, She whines,0.737,0.263,0.0,-0.4215
2020-10-07 19:30:47-06:00,cheyenne,0,0,177,1072,0,9740,4509," DePalma is watching this like - ""Wow!!!""",0.0,0.398,0.602,0.8201
2020-10-07 19:30:20-06:00,cheyenne,0,3,266,175,10,6500,1668,There’s a special place in Hell (if I believed in such a place) for Mike Pence and Mitch McConnell.  Trump is what… ,0.168,0.733,0.099,-0.4404
2020-10-07 19:30:03-06:00,cheyenne,0,1,19,54,1,20,65,"Pence's ""If I may..."" just means he's going to interrupt and continue on anyway...  
#VPDebate",0.146,0.854,0.0,-0.34
2020-10-07 19:29:40-06:00,cheyenne,0,0,185,261,1,1826,1489, Never happen,0.0,1.0,0.0,0.0
2020-10-07 19:29:13-06:00,cheyenne,0,0,185,261,1,1826,1489,  You know it,0.0,1.0,0.0,0.0
2020-10-07 19:29:05-06:00,cheyenne,0,0,11,576,1,19758,3677, Check her record lol,0.0,0.517,0.483,0.4215
2020-10-07 19:28:30-06:00,cheyenne,0,0,177,1072,0,9740,4509,Harris timed her prep for 2 minute ass-kickings.,0.0,1.0,0.0,0.0
2020-10-07 19:27:41-06:00,cheyenne,0,0,110,311,2,116,1630, Buck Coors,0.0,1.0,0.0,0.0
2020-10-07 19:26:52-06:00,cheyenne,0,0,177,1072,0,9740,4509,Sheee-it! ,0.0,1.0,0.0,0.0
2020-10-07 19:26:48-06:00,cheyenne,0,0,7,50,0,775,781, I want Dante to step it up,0.0,0.822,0.178,0.0772
2020-10-07 19:26:22-06:00,cheyenne,0,1,1582,2295,1,128079,11686, Unknown in that word salad.,0.0,1.0,0.0,0.0
2020-10-07 19:25:22-06:00,cheyenne,0,2,1582,2295,1,128079,11686,"Kamala cannot answer why the campaign asked her to be the VP candidate?

Wow, I expected better than this.",0.0,0.717,0.283,0.7717
2020-10-07 19:25:03-06:00,cheyenne,0,0,3699,279,208,37,37128,Wyoming Department of Corrections Select New Deputy Warden ,0.0,1.0,0.0,0.0
2020-10-07 19:23:47-06:00,cheyenne,2,35,2673,2637,29,58100,40341, YES PLEASE!! 😖 UGH JEEZ.... She's not getting a fair amount of time to answer questions!!! 😖 😳 😒 🤬 Crap,0.233,0.604,0.163,-0.4209
2020-10-07 19:23:33-06:00,cheyenne,0,1,177,1072,0,9740,4509,I wasn't expecting a first round KO. Pence better be pulling some Rocky shit in the next rounds.,0.16,0.711,0.129,-0.1779
2020-10-07 19:23:26-06:00,cheyenne,0,1,19,54,1,20,65,Has either one of them answered a single question so far?  #VPDebate,0.0,1.0,0.0,0.0
2020-10-07 19:22:48-06:00,cheyenne,0,0,128,748,5,10200,5988,Good! #VoteHimOut ,0.0,0.239,0.761,0.4926
2020-10-07 19:22:47-06:00,cheyenne,0,0,1582,2295,1,128079,11686,"Pence will not be corralled! And he's landing bombs!

Oh, the humanity! Where's the  live feed color… ",0.0,1.0,0.0,0.0
2020-10-07 19:22:16-06:00,cheyenne,0,3,2673,2637,29,58100,40341, He won't stop 🛑.... She's not getting a fair amount of time to answer questions!!! 😖 😳 😒 🤬,0.064,0.784,0.152,0.3999
2020-10-07 19:21:50-06:00,cheyenne,0,0,302,643,0,10930,9005,Pence to Harris “stop playing politics with peoples lives” Bahahahaha - ,0.0,0.847,0.153,0.2023
2020-10-07 19:21:37-06:00,cheyenne,0,0,621,1259,1,51889,15194,     Likely not an issue for Matt,0.0,1.0,0.0,0.0
2020-10-07 19:21:27-06:00,cheyenne,0,0,555,475,1,8823,12329, I swear it,0.375,0.625,0.0,-0.0516
2020-10-07 19:21:20-06:00,cheyenne,0,0,139,122,1,58757,5112,Hit the mute button on Pence!! I’ve only been listening for a couple of minutes and they CONTINUE to let him talk p… ,0.0,1.0,0.0,0.0
2020-10-07 19:21:08-06:00,cheyenne,0,1,22,116,1,686,165, It is so nakedly cynical.,0.418,0.582,0.0,-0.4364
2020-10-07 19:20:40-06:00,cheyenne,0,1,492,766,3,9841,5903," So pissed, our bats are ice cold.",0.428,0.572,0.0,-0.6697
2020-10-07 19:20:32-06:00,cheyenne,0,0,226,940,2,96006,37569,It is time for my television to go out the window.,0.0,1.0,0.0,0.0
2020-10-07 19:20:03-06:00,cheyenne,0,0,425,488,9,90739,25230, Cause Americans can see through the wording,0.0,1.0,0.0,0.0
2020-10-07 19:19:45-06:00,cheyenne,0,0,1582,2295,1,128079,11686,"Kamala blames the federal government for blue states failing?

That's rich.",0.341,0.455,0.205,-0.34
2020-10-07 19:18:57-06:00,cheyenne,0,0,754,1842,14,13230,16574,If y'all looking for  and  livestream here they are. Don't forget to sub to the new chann… ,0.0,0.906,0.094,0.1695
2020-10-07 19:18:27-06:00,cheyenne,0,0,1582,2295,1,128079,11686,"VP needs more jobs, shorten the strike.

And keep striking.",0.143,0.857,0.0,-0.128
2020-10-07 19:18:03-06:00,cheyenne,0,0,177,1072,0,9740,4509,Pence just basically said that he wasn't going to let Harris criticize the failures of the Trump administration on… ,0.248,0.752,0.0,-0.6808
2020-10-07 19:17:52-06:00,cheyenne,0,0,83,571,0,2042,3855, Ah haven’t decided on digital yet. I still trade it in at GameStop,0.0,1.0,0.0,0.0
2020-10-07 19:16:38-06:00,cheyenne,0,0,83,297,5,478,821, State?,0.0,1.0,0.0,0.0
2020-10-07 19:16:12-06:00,cheyenne,0,1,83,571,0,2042,3855, Digital pre download?,0.0,1.0,0.0,0.0
2020-10-07 19:16:11-06:00,cheyenne,0,0,1582,2295,1,128079,11686, Well there was that swine flu deal the Biden was in charge of.,0.166,0.701,0.134,-0.128
2020-10-07 19:15:26-06:00,cheyenne,0,0,51,104,0,1217,270,"dear kamala harris, 

I love you so much.",0.0,0.469,0.531,0.7783
2020-10-07 19:14:44-06:00,cheyenne,2,3,1582,2295,1,128079,11686,"Pence went to Biden's plagiarism in his first 2 minutes.

Who knew he could be a savage?",0.158,0.842,0.0,-0.4588
2020-10-07 19:13:36-06:00,cheyenne,0,0,177,1072,0,9740,4509, I just wish that I could have seen them in the 70's - but I wouldn't have been ready for it.,0.113,0.808,0.079,-0.2059
2020-10-07 19:12:25-06:00,cheyenne,0,1,177,1072,0,9740,4509," The Tubes, full production in the 80's. If you were there - you know.",0.0,1.0,0.0,0.0
2020-10-07 19:12:00-06:00,cheyenne,0,0,7,71,0,2051,48, She can’t answer it,0.0,1.0,0.0,0.0
2020-10-07 19:11:57-06:00,cheyenne,1,4,432,210,0,1001,236,This is gonna be interesting... ,0.0,0.597,0.403,0.4019
2020-10-07 19:11:53-06:00,cheyenne,0,0,65,87,0,4552,6196, Who picks these moderators and why the hell do Republicans go along with it?,0.261,0.739,0.0,-0.6808
2020-10-07 19:11:02-06:00,cheyenne,0,7,222,529,1,57282,3320,"I'm so tired of Discourse™️ about this. I'm a genderfluid person attracted to women, in a life partnership with a b… ",0.118,0.778,0.104,-0.101
2020-10-07 19:10:44-06:00,cheyenne,0,0,1582,2295,1,128079,11686,"It didn't take more than a minute and Kamala is already lying about the Covid response. 

Plus, slight voice quiver.",0.152,0.848,0.0,-0.5267
2020-10-07 19:10:20-06:00,cheyenne,0,0,11,576,1,19758,3677, Sneak!,0.0,1.0,0.0,0.0
2020-10-07 20:10:05-06:00,cheyenne,0,0,303,643,0,10970,9027,Will he just answer the damn question... what is your fucking health care plan? ,0.149,0.66,0.191,0.197
2020-10-07 20:09:39-06:00,cheyenne,0,0,598,485,0,4912,871,   Kobe still better ,0.0,0.408,0.592,0.4404
2020-10-07 20:09:12-06:00,cheyenne,0,0,139,122,1,58763,5115, Hahaha....you’re nuts,0.697,0.303,0.0,-0.3182
2020-10-07 20:08:44-06:00,cheyenne,0,2,25,277,0,29264,1349," They need to mute the other person, and when the other is talking and at the 2 minute mark. No warning… ",0.099,0.901,0.0,-0.296
2020-10-07 20:08:11-06:00,cheyenne,0,0,425,488,9,90768,25238,   She can stoke up dems just by blaming trump every topic! 😂,0.243,0.586,0.171,-0.1511
2020-10-07 20:08:04-06:00,cheyenne,0,1,754,1842,14,13235,16578, For real. She's too timid.,0.333,0.667,0.0,-0.25
2020-10-07 20:07:55-06:00,cheyenne,0,0,186,261,1,1827,1491,Shut Up You LYING POS!!  THIS  KAMALA is such a FAKE,0.487,0.513,0.0,-0.8608
2020-10-07 20:07:38-06:00,cheyenne,0,0,1582,2295,1,128121,11699,"Kamala smirks when she's about to lie, it is her tell.

h/t:  

#CrowderDebateStream",0.0,1.0,0.0,0.0
2020-10-07 20:07:14-06:00,cheyenne,0,0,94,108,0,66,111, Said every parent EVER.,0.0,1.0,0.0,0.0
2020-10-07 20:07:05-06:00,cheyenne,0,0,40,409,0,3601,1196, You're super cute! Why can't you be closer to Wyoming and into older guys lol,0.0,0.546,0.454,0.8748
2020-10-07 20:06:56-06:00,cheyenne,0,1,492,766,3,9843,5904," We have 1 all world game changing pitcher, that’s it, it’s bullshit",0.257,0.743,0.0,-0.5859
